Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Kiilu, E.M., Okero, D.C., Muiruri, L., Owuondo, P.A.","Human resource capacity for information management in selected public healthcare facilities in Meru County, Kenya",2015,Pan African Medical Journal,20,,,,,5,10.11604/pamj.2015.20.334.6052,https://www.scopus.com/inward/record.url?eid=2-s2.0-84929179390&partnerID=40&md5=bfea5a1bdec81985aade6af977f781ba,Article,Final,Open Access,Scopus,2-s2.0-84929179390
"Rodríguez, J.-L., Ortiz-de-Urbina-Criado, M., Mora-Valentín, E.-M.",Human resources management and mergers and acquisitions: Perspectives and challenges,2015,Advances in Business and Management,7,,,67,87,2,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84956752147&partnerID=40&md5=5f2bca7316cf2da33d46cc796a3664fe,Book Chapter,Final,,Scopus,2-s2.0-84956752147
"Thatte, N., Choi, Y.",Does human resource management improve family planning service quality? Analysis from the Kenya Service Provision Assessment 2010,2015,Health Policy and Planning,30,3,,356,367,2,10.1093/heapol/czu019,https://www.scopus.com/inward/record.url?eid=2-s2.0-84926650862&partnerID=40&md5=40f2ec03e744a93ca5a1811432544ba2,Article,Final,Open Access,Scopus,2-s2.0-84926650862
"Nitta, M.",White collar and human resource management: A study of computer software workers in Japan,2015,Labour Relations in a Changing Environment: A Publication of the International Industrial Relations Association,,,,319,327,,10.1515/9783110857788-024,https://www.scopus.com/inward/record.url?eid=2-s2.0-85046588662&partnerID=40&md5=ff15e9309b82fc1559c2a0db23b0a7c2,Book Chapter,Final,,Scopus,2-s2.0-85046588662
"Taggar, S.",A comparative look at the impact on human resources management of employment equity legislation,2015,Employment Equity and Affirmative Action: An International Comparison,,,,70,107,2,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85072347245&partnerID=40&md5=1a72f016cb8f6b1802ec363ff9f34efa,Book Chapter,Final,,Scopus,2-s2.0-85072347245
"Vance, C.M., Paik, Y.",Managing a global workforce: Challenges and opportunities in international human resource management: Third edition,2015,Managing a Global Workforce: Challenges and Opportunities in International Human Resource Management: Third Edition,,,,1,450,3,10.4324/9781315719641,https://www.scopus.com/inward/record.url?eid=2-s2.0-84941656671&partnerID=40&md5=1792070130d7c54f00a55dce82e2f99c,Book,Final,,Scopus,2-s2.0-84941656671
"Cascio, W.F.","Human Resource Management, Psychology of",2015,International Encyclopedia of the Social &amp; Behavioral Sciences: Second Edition,,,,348,352,2,10.1016/B978-0-08-097086-8.73024-8,https://www.scopus.com/inward/record.url?eid=2-s2.0-85043445808&partnerID=40&md5=cfbace02c5f8dbbcab1dab50528a9eab,Book Chapter,Final,,Scopus,2-s2.0-85043445808
"Snitko, L.T., Gasho, I.A., Klinduhova, O.A.",Competence-oriented approach to the organization’s human resources management in the turbulent environment,2015,Asian Social Science,11,8,,65,71,2,10.5539/ass.v11n8p65,https://www.scopus.com/inward/record.url?eid=2-s2.0-84926442418&partnerID=40&md5=58d786be04334812444338fce5cea3ef,Article,Final,Open Access,Scopus,2-s2.0-84926442418
"Lu, K., Zhu, J., Bao, H.",High-performance human resource management and firm performance: The mediating role of innovation in China,2015,Industrial Management and Data Systems,115,2,,553,582,21,10.1108/IMDS-10-2014-0317,https://www.scopus.com/inward/record.url?eid=2-s2.0-84994662797&partnerID=40&md5=7fdc9d3d60c2670def3307266ad576ab,Article,Final,,Scopus,2-s2.0-84994662797
"Albrecht, S.L., Bakker, A.B., Gruman, J.A., Macey, W.H., Saks, A.M.","Employee engagement, human resource management practices and competitive advantage: An integrated approach",2015,Journal of Organizational Effectiveness,2,1,,7,35,175,10.1108/JOEPP-08-2014-0042,https://www.scopus.com/inward/record.url?eid=2-s2.0-84941984919&partnerID=40&md5=a180200d80fcdf16e378385366c362ea,Review,Final,,Scopus,2-s2.0-84941984919
"Priyadharshini, S.K., Kamalanabhan, T.J., Madhumathi, R.",Human resource management and firm performance,2015,International Journal of Business Innovation and Research,9,2,,229,250,4,10.1504/IJBIR.2015.067917,https://www.scopus.com/inward/record.url?eid=2-s2.0-84924591928&partnerID=40&md5=7fb7a0c20434d34115c2c15d5d027d45,Article,Final,,Scopus,2-s2.0-84924591928
"Bal, P.M., De Lange, A.H.",From flexibility human resource management to employee engagement and perceived job performance across the lifespan: A multisample study,2015,Journal of Occupational and Organizational Psychology,88,1,,126,154,50,10.1111/joop.12082,https://www.scopus.com/inward/record.url?eid=2-s2.0-85027954753&partnerID=40&md5=e692aee50d2173dfefdabfdedafd83ba,Article,Final,,Scopus,2-s2.0-85027954753
"Jones, S., Graham, S.",Cases on sustainable human resources management in the middle East and Asia,2015,Cases on sustainable human resources management in the middle East and Asia,,,,1,374,,10.4018/978-1-4666-8167-5,https://www.scopus.com/inward/record.url?eid=2-s2.0-84949009233&partnerID=40&md5=4b67860da5c00275114e46edf24b0968,Book,Final,,Scopus,2-s2.0-84949009233
"Di Francesco, M., Fancello, G., Serra, P., Zuddas, P.",Optimal management of human resources in transhipment container ports,2015,Maritime Policy and Management,42,2,,127,144,9,10.1080/03088839.2013.870355,https://www.scopus.com/inward/record.url?eid=2-s2.0-84924181632&partnerID=40&md5=d04834cc3e1edbe76018b6b49df72948,Article,Final,,Scopus,2-s2.0-84924181632
"Lægreid, P., Wise, L.R.",Transitions in Civil Service Systems: Robustness and Flexibility in Human Resource Management,2015,Comparative Civil Service Systems in the 21st Century: Second Edition,,,,203,222,1,10.1007/978-1-137-49145-9_11,https://www.scopus.com/inward/record.url?eid=2-s2.0-84968807554&partnerID=40&md5=d4fa3dcdf7dafcaa96e1549e30e7ca45,Book Chapter,Final,,Scopus,2-s2.0-84968807554
"Knies, E., Boselie, P., Gould-Williams, J., Vandenabeele, W.","Special issue of international journal of human resource management, strategic human resource management and public sector performance",2015,International Journal of Human Resource Management,26,3,,421,424,12,10.1080/09585192.2014.980127,https://www.scopus.com/inward/record.url?eid=2-s2.0-84986915856&partnerID=40&md5=670d6bdd2e125cd5f9eb4b3505f44966,Article,Final,,Scopus,2-s2.0-84986915856
"Khan, A.S., Rasheed, F.","Human resource management practices and project success, a moderating role of Islamic Work Ethics in Pakistani project-based organizations",2015,International Journal of Project Management,33,2,,435,445,24,10.1016/j.ijproman.2014.08.006,https://www.scopus.com/inward/record.url?eid=2-s2.0-84916890126&partnerID=40&md5=ec944d3663e88167ba87c8dd120c4b69,Article,Final,,Scopus,2-s2.0-84916890126
"Daly, J.L.",Human resource management in the public sector: Policies and practices,2015,Human Resource Management in the Public Sector: Policies and Practices,,,,1,194,,10.4324/9781315703633,https://www.scopus.com/inward/record.url?eid=2-s2.0-85072745099&partnerID=40&md5=8a9af4f9092b27c2253897410958573a,Book,Final,,Scopus,2-s2.0-85072745099
"Pudelko, M., Sebastian Reiche, B., Carr, C.",Recent developments and emerging challenges in international human resource management,2015,International Journal of Human Resource Management,26,2,,127,135,15,10.1080/09585192.2015.964928,https://www.scopus.com/inward/record.url?eid=2-s2.0-84983651817&partnerID=40&md5=8c9009d7d7421865f89c46f9f80a0388,Editorial,Final,,Scopus,2-s2.0-84983651817
"Björkman, I., Welch, D.",Framing the field of international human resource management research,2015,International Journal of Human Resource Management,26,2, A002,136,150,38,10.1080/09585192.2014.922361,https://www.scopus.com/inward/record.url?eid=2-s2.0-84902734311&partnerID=40&md5=6d3e7e959cbc40bfcfa922314739b72a,Article,Final,,Scopus,2-s2.0-84902734311
"Agung, A.A.G.",Knowledge management system readiness analysis (Case study at human resource consulting company),2015,"Proceedings of 2014 2nd International Conference on Technology, Informatics, Management, Engineering and Environment, TIME-E 2014",,,7011619,206,210,3,10.1109/TIME-E.2014.7011619,https://www.scopus.com/inward/record.url?eid=2-s2.0-84922818105&partnerID=40&md5=f728fda7854ce90c0d2cef0d2be310ef,Conference Paper,Final,,Scopus,2-s2.0-84922818105
"Taylor, T., Doherty, A., McGraw, P.",Managing people in sport organizations: A strategic human resource management perspective: Second edition,2015,Managing People in Sport Organizations: A Strategic Human Resource Management Perspective: Second Edition,,,,1,236,11,10.4324/9781315881881,https://www.scopus.com/inward/record.url?eid=2-s2.0-84941203683&partnerID=40&md5=31dc61a64f8cf93d5582e105f6e183c3,Book,Final,,Scopus,2-s2.0-84941203683
"Yusuf, S.U., Taslim, J., Wan Adnan, W.A., Baharudin, S.K.",Usability evaluation of Human Resource Management Information System (HRMIS),2015,"Proceedings - 2014 3rd International Conference on User Science and Engineering: Experience. Engineer. Engage, i-USEr 2014",,,7002703,204,209,6,10.1109/IUSER.2014.7002703,https://www.scopus.com/inward/record.url?eid=2-s2.0-84921772599&partnerID=40&md5=edf085327bf45fb78b79216cc8de13cc,Conference Paper,Final,,Scopus,2-s2.0-84921772599
"Kowalski, T., Loretto, W., Redman, T.",Special issue of international journal of human resource management: Well-being and HRM in the changing workplace,2015,International Journal of Human Resource Management,26,1,,123,126,8,10.1080/09585192.2014.969973,https://www.scopus.com/inward/record.url?eid=2-s2.0-84986890519&partnerID=40&md5=db4d56112c497344f315e57fe2840c0c,Article,Final,,Scopus,2-s2.0-84986890519
"Gao, S., Low, S.P.",Toyota Way style human resource management in large Chinese construction firms: A qualitative study,2015,International Journal of Construction Management,15,1,,17,32,6,10.1080/15623599.2015.1012139,https://www.scopus.com/inward/record.url?eid=2-s2.0-84961353435&partnerID=40&md5=0e2dddf807cbd7ab32168880fef78abc,Article,Final,,Scopus,2-s2.0-84961353435
"Sistare, H.S., Howze Shiplett, M., Buss, T.F.",Innovations in human resource management: Getting the public’s work done in the 21st century,2015,Innovations in Human Resource Management: Getting the Public's Work Done in the 21st Century,,,,1,333,,10.4324/9781315703442,https://www.scopus.com/inward/record.url?eid=2-s2.0-85076081915&partnerID=40&md5=ec67aeadab647601c7e18f5c7cb8005b,Book,Final,,Scopus,2-s2.0-85076081915
"Gooden, S.T., Wooldridge, B.",Integrating social equity into the core human resource management course,2015,Justice for All: Promoting Social Equity in Public Administration,,,,247,264,1,10.4324/9781315703060-23,https://www.scopus.com/inward/record.url?eid=2-s2.0-85066292708&partnerID=40&md5=9e46d827eecdb27cb8fc88d00d5f8be5,Book Chapter,Final,,Scopus,2-s2.0-85066292708
"Sayadi, S., Farahbakhsh, A., Sohi, Z., Zeynali, S.",Scrutiny of human resource management in SE (Case study: Kerman Province),2015,Advances in Environmental Biology,9,3,,234,240,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85063853940&partnerID=40&md5=1e697fab7ed8131f6411edf1c68787ce,Article,Final,,Scopus,2-s2.0-85063853940
"Mostafa, R., Saremi, R.L.",Integrated human resource supply chain management: A model for organizational excellence,2015,Advances in Environmental Biology,9,3,,185,194,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85063836317&partnerID=40&md5=3eef5b2f0fe52424f1387ab730a0ba0a,Article,Final,,Scopus,2-s2.0-85063836317
"Chen, W.-S.",A TRIZ approach to human resource management | TRIZ????????????,2015,International Journal of Systematic Innovation,3,3,,13,25,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85061875002&partnerID=40&md5=dbaf1adea60efee27fb68621dd560f2b,Article,Final,,Scopus,2-s2.0-85061875002
"Mahmood, M., Absar, M.M.N.",Human resource management practices in Bangladesh: Current scenario and future challenges,2015,South Asian Journal of Human Resources Management,2,2,,171,188,7,10.1177/2322093715599481,https://www.scopus.com/inward/record.url?eid=2-s2.0-85054836185&partnerID=40&md5=a8e60aca46bb54faea62cdff6d932e02,Article,Final,,Scopus,2-s2.0-85054836185
"Absar, M.M.N.","Interview with Jamal Nasir, president, Pakistan society for human resources management",2015,South Asian Journal of Human Resources Management,2,2,,216,223,,10.1177/2322093715603285,https://www.scopus.com/inward/record.url?eid=2-s2.0-85054812916&partnerID=40&md5=961e5e2e82137881f58a95bc4774ad2c,Note,Final,,Scopus,2-s2.0-85054812916
"Pawlik, T., Neumann, S.",Implementation of csr aspects in human resources management (hrm) strategies ofmaritime supply chain’s main involved parties,2015,Safety of Marine Transport: Marine Navigation and Safety of Sea Transportation,,,,47,52,,10.1201/b18515,https://www.scopus.com/inward/record.url?eid=2-s2.0-85054377044&partnerID=40&md5=69f800a238f6326ca5da78d504189f8d,Book Chapter,Final,,Scopus,2-s2.0-85054377044
"Pedro, S.R., Santos, V.",Modeling of human resource management processes | Modelação de processos de gestão de recursos humanos,2015,Atas da Conferencia da Associacao Portuguesa de Sistemas de Informacao,15,,,243,250,,10.18803/capsi.v15.243-250,https://www.scopus.com/inward/record.url?eid=2-s2.0-85047219565&partnerID=40&md5=e2d9fb4167b7d6af589dd1455cfb661b,Conference Paper,Final,Open Access,Scopus,2-s2.0-85047219565
"Poór, J., Józsa, I.",The evolution of the external consultant involvement in human resource management in eastern Europe (1990-2007),2015,Journal of Eastern European and Central Asian Research,2,1,,,,,10.15549/jeecar.v2i1.70,https://www.scopus.com/inward/record.url?eid=2-s2.0-85044426709&partnerID=40&md5=f7d88e2a55779027fcc9bb2f09951799,Article,Final,Open Access,Scopus,2-s2.0-85044426709
"Seval, H., Caner, H.",The impact of human resource management functions on corporate image,2015,Springer Proceedings in Complexity,,,,435,457,1,10.1007/978-3-319-09710-7_39,https://www.scopus.com/inward/record.url?eid=2-s2.0-85027522036&partnerID=40&md5=739788920a3c2caee4829e0887eb9ba1,Book Chapter,Final,,Scopus,2-s2.0-85027522036
"Markoulli, M., Lee, C.I.S.G., Felps, W.",Mapping human resource management: A structural analysis of the field,2015,"75th Annual Meeting of the Academy of Management, AOM 2015",,,,295,300,,10.5465/AMBPP.2015.70,https://www.scopus.com/inward/record.url?eid=2-s2.0-85026424270&partnerID=40&md5=6b973a377c6732cfc18b23610f31ccba,Conference Paper,Final,,Scopus,2-s2.0-85026424270
"Lendzion, J.P.",Human Resources Management in the System of Organizational Knowledge Management,2015,Procedia Manufacturing,3,,,674,680,16,10.1016/j.promfg.2015.07.303,https://www.scopus.com/inward/record.url?eid=2-s2.0-85009962435&partnerID=40&md5=aa52adbdf6e9ba7821e280295ee1b800,Article,Final,Open Access,Scopus,2-s2.0-85009962435
"Sohrabi, S., Naghavi, M.S.",A model of knowledge-based Human Resource Management,2015,"Proceedings of the European Conference on Knowledge Management, ECKM",,,,709,716,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85006802451&partnerID=40&md5=c63550dbc61ce794454c9dddec0850d3,Conference Paper,Final,,Scopus,2-s2.0-85006802451
"Zhong, L., Chen, H.Q., Zhang, L.Y.",Research on the system based on B/S structure of corporate human resource management,2015,"Information, Computer and Application Engineering - Proceedings of the International Conference on Information Technology and Computer Application Engineering, ITCAE 2014",,,,779,782,,10.1201/b18658-184,https://www.scopus.com/inward/record.url?eid=2-s2.0-85000692619&partnerID=40&md5=26c03b7b0748f43e10e250d9168cde24,Conference Paper,Final,,Scopus,2-s2.0-85000692619
